UNIPROT	REACTION_STID	REACTION_DISPLAY_NAME	PATHWAY_STID	PATHWAY_DISPLAY_NAME
P18206	R-HSA-6802935	MAPKs are phosphorylated downstream of BRAF and RAF fusion dimers	R-HSA-6802957	Oncogenic MAPK signaling
P18206	R-HSA-6802935	MAPKs are phosphorylated downstream of BRAF and RAF fusion dimers	R-HSA-6802952	Signaling by BRAF and RAF fusions
P18206	R-HSA-6802935	MAPKs are phosphorylated downstream of BRAF and RAF fusion dimers	R-HSA-1643685	Disease
P18206	R-HSA-6802935	MAPKs are phosphorylated downstream of BRAF and RAF fusion dimers	R-HSA-5663202	Diseases of signal transduction
P18206	R-HSA-6802933	p-BRAF and RAF fusion dimers phosphorylate MAP2Ks	R-HSA-6802957	Oncogenic MAPK signaling
P18206	R-HSA-6802933	p-BRAF and RAF fusion dimers phosphorylate MAP2Ks	R-HSA-6802952	Signaling by BRAF and RAF fusions
P18206	R-HSA-6802933	p-BRAF and RAF fusion dimers phosphorylate MAP2Ks	R-HSA-1643685	Disease
P18206	R-HSA-6802933	p-BRAF and RAF fusion dimers phosphorylate MAP2Ks	R-HSA-5663202	Diseases of signal transduction
P18206	R-HSA-6802934	p-BRAF and RAF fusion dimers bind MAP2Ks and MAPKs	R-HSA-6802957	Oncogenic MAPK signaling
P18206	R-HSA-6802934	p-BRAF and RAF fusion dimers bind MAP2Ks and MAPKs	R-HSA-6802952	Signaling by BRAF and RAF fusions
P18206	R-HSA-6802934	p-BRAF and RAF fusion dimers bind MAP2Ks and MAPKs	R-HSA-1643685	Disease
P18206	R-HSA-6802934	p-BRAF and RAF fusion dimers bind MAP2Ks and MAPKs	R-HSA-5663202	Diseases of signal transduction
P18206	R-HSA-482772	Release of platelet cytosolic components	R-HSA-109582	Hemostasis
P18206	R-HSA-482772	Release of platelet cytosolic components	R-HSA-76002	Platelet activation, signaling and aggregation
P18206	R-HSA-482772	Release of platelet cytosolic components	R-HSA-76005	Response to elevated platelet cytosolic Ca2+
P18206	R-HSA-482772	Release of platelet cytosolic components	R-HSA-114608	Platelet degranulation 
P18206	R-HSA-445700	Myosin Binds ATP	R-HSA-397014	Muscle contraction
P18206	R-HSA-445700	Myosin Binds ATP	R-HSA-445355	Smooth Muscle Contraction
P18206	R-HSA-445705	Release Of ADP From Myosin	R-HSA-397014	Muscle contraction
P18206	R-HSA-445705	Release Of ADP From Myosin	R-HSA-445355	Smooth Muscle Contraction
P18206	R-HSA-445704	Calcium Binds Caldesmon	R-HSA-397014	Muscle contraction
P18206	R-HSA-445704	Calcium Binds Caldesmon	R-HSA-445355	Smooth Muscle Contraction
P18206	R-HSA-445699	ATP Hydrolysis By Myosin	R-HSA-397014	Muscle contraction
P18206	R-HSA-445699	ATP Hydrolysis By Myosin	R-HSA-445355	Smooth Muscle Contraction
P18206	R-HSA-6798749	Exocytosis of specific granule lumen proteins	R-HSA-6798695	Neutrophil degranulation
P18206	R-HSA-6798749	Exocytosis of specific granule lumen proteins	R-HSA-168249	Innate Immune System
P18206	R-HSA-6798749	Exocytosis of specific granule lumen proteins	R-HSA-168256	Immune System
P18206	R-HSA-6800434	Exocytosis of ficolin-rich granule lumen proteins	R-HSA-6798695	Neutrophil degranulation
P18206	R-HSA-6800434	Exocytosis of ficolin-rich granule lumen proteins	R-HSA-168249	Innate Immune System
P18206	R-HSA-6800434	Exocytosis of ficolin-rich granule lumen proteins	R-HSA-168256	Immune System
P18206	R-HSA-6798748	Exocytosis of secretory granule lumen proteins	R-HSA-6798695	Neutrophil degranulation
P18206	R-HSA-6798748	Exocytosis of secretory granule lumen proteins	R-HSA-168249	Innate Immune System
P18206	R-HSA-6798748	Exocytosis of secretory granule lumen proteins	R-HSA-168256	Immune System
P19634	R-HSA-2160884	HA:HAR:HYAL2 binds to SLC9A1:p-CHP:Ca2+	R-HSA-71387	Metabolism of carbohydrates
P19634	R-HSA-2160884	HA:HAR:HYAL2 binds to SLC9A1:p-CHP:Ca2+	R-HSA-1630316	Glycosaminoglycan metabolism
P19634	R-HSA-2160884	HA:HAR:HYAL2 binds to SLC9A1:p-CHP:Ca2+	R-HSA-2142845	Hyaluronan metabolism
P19634	R-HSA-2160884	HA:HAR:HYAL2 binds to SLC9A1:p-CHP:Ca2+	R-HSA-2160916	Hyaluronan uptake and degradation
P19634	R-HSA-2160884	HA:HAR:HYAL2 binds to SLC9A1:p-CHP:Ca2+	R-HSA-1430728	Metabolism
P19634	R-HSA-425994	Na+/H+ exchanger transport (at cell membrane)	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides
P19634	R-HSA-425994	Na+/H+ exchanger transport (at cell membrane)	R-HSA-425986	Sodium/Proton exchangers
P19634	R-HSA-425994	Na+/H+ exchanger transport (at cell membrane)	R-HSA-382551	Transport of small molecules
P19634	R-HSA-425994	Na+/H+ exchanger transport (at cell membrane)	R-HSA-425407	SLC-mediated transmembrane transport
P19823	R-HSA-8952289	FAM20C phosphorylates FAM20C substrates	R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
P19823	R-HSA-8952289	FAM20C phosphorylates FAM20C substrates	R-HSA-392499	Metabolism of proteins
P19823	R-HSA-8952289	FAM20C phosphorylates FAM20C substrates	R-HSA-597592	Post-translational protein modification
P19823	R-HSA-8952289	FAM20C phosphorylates FAM20C substrates	R-HSA-8957275	Post-translational protein phosphorylation
P21333	R-HSA-5669250	PAK1 phosphorylates FLNA	R-HSA-5627123	RHO GTPases activate PAKs
P21333	R-HSA-5669250	PAK1 phosphorylates FLNA	R-HSA-162582	Signal Transduction
P21333	R-HSA-5669250	PAK1 phosphorylates FLNA	R-HSA-194315	Signaling by Rho GTPases
P21333	R-HSA-5669250	PAK1 phosphorylates FLNA	R-HSA-195258	RHO GTPase Effectors
P21333	R-HSA-5669240	FLNA binds PAK1	R-HSA-5627123	RHO GTPases activate PAKs
P21333	R-HSA-5669240	FLNA binds PAK1	R-HSA-162582	Signal Transduction
P21333	R-HSA-5669240	FLNA binds PAK1	R-HSA-194315	Signaling by Rho GTPases
P21333	R-HSA-5669240	FLNA binds PAK1	R-HSA-195258	RHO GTPase Effectors
P21333	R-HSA-430347	MigFilin associates with Filamin and F-actin	R-HSA-446353	Cell-extracellular matrix interactions
P21333	R-HSA-430347	MigFilin associates with Filamin and F-actin	R-HSA-446728	Cell junction organization
P21333	R-HSA-430347	MigFilin associates with Filamin and F-actin	R-HSA-1500931	Cell-Cell communication
P21333	R-HSA-430096	GP1b-IX-V binds filamin	R-HSA-109582	Hemostasis
P21333	R-HSA-430096	GP1b-IX-V binds filamin	R-HSA-76002	Platelet activation, signaling and aggregation
P21333	R-HSA-430096	GP1b-IX-V binds filamin	R-HSA-430116	GP1b-IX-V activation signalling
P21333	R-HSA-482772	Release of platelet cytosolic components	R-HSA-109582	Hemostasis
P21333	R-HSA-482772	Release of platelet cytosolic components	R-HSA-76002	Platelet activation, signaling and aggregation
P21333	R-HSA-482772	Release of platelet cytosolic components	R-HSA-76005	Response to elevated platelet cytosolic Ca2+
P21333	R-HSA-482772	Release of platelet cytosolic components	R-HSA-114608	Platelet degranulation 
P22694	R-HSA-5610720	PKA phosphorylates GLI3	R-HSA-5610787	Hedgehog 'off' state
P22694	R-HSA-5610720	PKA phosphorylates GLI3	R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome
P22694	R-HSA-5610720	PKA phosphorylates GLI3	R-HSA-162582	Signal Transduction
P22694	R-HSA-5610720	PKA phosphorylates GLI3	R-HSA-5358351	Signaling by Hedgehog
P22694	R-HSA-5610741	PKA phosphorylates GLI1	R-HSA-5610787	Hedgehog 'off' state
P22694	R-HSA-5610741	PKA phosphorylates GLI1	R-HSA-5610780	Degradation of GLI1 by the proteasome
P22694	R-HSA-5610741	PKA phosphorylates GLI1	R-HSA-162582	Signal Transduction
P22694	R-HSA-5610741	PKA phosphorylates GLI1	R-HSA-5358351	Signaling by Hedgehog
P22694	R-HSA-5610717	PKA phosphorylates GLI2	R-HSA-5610787	Hedgehog 'off' state
P22694	R-HSA-5610717	PKA phosphorylates GLI2	R-HSA-5610783	Degradation of GLI2 by the proteasome
P22694	R-HSA-5610717	PKA phosphorylates GLI2	R-HSA-162582	Signal Transduction
P22694	R-HSA-5610717	PKA phosphorylates GLI2	R-HSA-5358351	Signaling by Hedgehog
P22694	R-HSA-5610749	cAMP dissociates PKA, promoting GLI processing	R-HSA-5610787	Hedgehog 'off' state
P22694	R-HSA-5610749	cAMP dissociates PKA, promoting GLI processing	R-HSA-162582	Signal Transduction
P22694	R-HSA-5610749	cAMP dissociates PKA, promoting GLI processing	R-HSA-5358351	Signaling by Hedgehog
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-163615	PKA activation
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-111931	PKA-mediated phosphorylation of CREB
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-111933	Calmodulin induced events
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-111997	CaM pathway
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-1489509	DAG and IP3 signaling
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-418594	G alpha (i) signalling events
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-111885	Opioid Signalling
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-112040	G-protein mediated events
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-112043	PLC beta mediated events
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-111996	Ca-dependent events
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-180024	DARPP-32 events
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-162582	Signal Transduction
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-9006925	Intracellular signaling by second messengers
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-372790	Signaling by GPCR
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-388396	GPCR downstream signalling
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-382551	Transport of small molecules
P22694	R-HSA-8951727	cAMP binds PKA tetramer	R-HSA-445717	Aquaporin-mediated transport
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-163615	PKA activation
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-111931	PKA-mediated phosphorylation of CREB
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-111933	Calmodulin induced events
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-111997	CaM pathway
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-1489509	DAG and IP3 signaling
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-418594	G alpha (i) signalling events
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-111885	Opioid Signalling
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-112040	G-protein mediated events
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-112043	PLC beta mediated events
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-111996	Ca-dependent events
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-180024	DARPP-32 events
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-163685	Integration of energy metabolism
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-163359	Glucagon signaling in metabolic regulation
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-164378	PKA activation in glucagon signalling
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-1430728	Metabolism
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-162582	Signal Transduction
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-9006925	Intracellular signaling by second messengers
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-372790	Signaling by GPCR
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-388396	GPCR downstream signalling
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-382551	Transport of small molecules
P22694	R-HSA-111925	cAMP induces dissociation of inactive PKA tetramers	R-HSA-445717	Aquaporin-mediated transport
P22694	R-HSA-381707	PKA:AKAP79:IQGAP1 complex dissociates to active PKA subunits in response to cAMP	R-HSA-163685	Integration of energy metabolism
P22694	R-HSA-381707	PKA:AKAP79:IQGAP1 complex dissociates to active PKA subunits in response to cAMP	R-HSA-422356	Regulation of insulin secretion
P22694	R-HSA-381707	PKA:AKAP79:IQGAP1 complex dissociates to active PKA subunits in response to cAMP	R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
P22694	R-HSA-381707	PKA:AKAP79:IQGAP1 complex dissociates to active PKA subunits in response to cAMP	R-HSA-1430728	Metabolism
P22694	R-HSA-992708	Dual-specific AKAPs bind type I and II PKA regulatory subunits	R-HSA-109582	Hemostasis
P22694	R-HSA-992708	Dual-specific AKAPs bind type I and II PKA regulatory subunits	R-HSA-983231	Factors involved in megakaryocyte development and platelet production
P22694	R-HSA-111924	PKA catalytic subunit translocates to the nucleus	R-HSA-111931	PKA-mediated phosphorylation of CREB
P22694	R-HSA-111924	PKA catalytic subunit translocates to the nucleus	R-HSA-111933	Calmodulin induced events
P22694	R-HSA-111924	PKA catalytic subunit translocates to the nucleus	R-HSA-111997	CaM pathway
P22694	R-HSA-111924	PKA catalytic subunit translocates to the nucleus	R-HSA-1489509	DAG and IP3 signaling
P22694	R-HSA-111924	PKA catalytic subunit translocates to the nucleus	R-HSA-418594	G alpha (i) signalling events
P22694	R-HSA-111924	PKA catalytic subunit translocates to the nucleus	R-HSA-111885	Opioid Signalling
P22694	R-HSA-111924	PKA catalytic subunit translocates to the nucleus	R-HSA-112040	G-protein mediated events
P22694	R-HSA-111924	PKA catalytic subunit translocates to the nucleus	R-HSA-112043	PLC beta mediated events
P22694	R-HSA-111924	PKA catalytic subunit translocates to the nucleus	R-HSA-111996	Ca-dependent events
P22694	R-HSA-111924	PKA catalytic subunit translocates to the nucleus	R-HSA-162582	Signal Transduction
P22694	R-HSA-111924	PKA catalytic subunit translocates to the nucleus	R-HSA-9006925	Intracellular signaling by second messengers
P22694	R-HSA-111924	PKA catalytic subunit translocates to the nucleus	R-HSA-372790	Signaling by GPCR
P22694	R-HSA-111924	PKA catalytic subunit translocates to the nucleus	R-HSA-388396	GPCR downstream signalling
P22694	R-HSA-163773	Phosphorylation of PF2K-Pase by PKA catalytic subunit	R-HSA-71387	Metabolism of carbohydrates
P22694	R-HSA-163773	Phosphorylation of PF2K-Pase by PKA catalytic subunit	R-HSA-70326	Glucose metabolism
P22694	R-HSA-163773	Phosphorylation of PF2K-Pase by PKA catalytic subunit	R-HSA-70171	Glycolysis
P22694	R-HSA-163773	Phosphorylation of PF2K-Pase by PKA catalytic subunit	R-HSA-163685	Integration of energy metabolism
P22694	R-HSA-163773	Phosphorylation of PF2K-Pase by PKA catalytic subunit	R-HSA-163358	PKA-mediated phosphorylation of key metabolic factors
P22694	R-HSA-163773	Phosphorylation of PF2K-Pase by PKA catalytic subunit	R-HSA-1430728	Metabolism
P22694	R-HSA-163676	Phosphorylation of pChREBP (Thr 666) at Ser(196) by PKA	R-HSA-163685	Integration of energy metabolism
P22694	R-HSA-163676	Phosphorylation of pChREBP (Thr 666) at Ser(196) by PKA	R-HSA-163358	PKA-mediated phosphorylation of key metabolic factors
P22694	R-HSA-163676	Phosphorylation of pChREBP (Thr 666) at Ser(196) by PKA	R-HSA-1430728	Metabolism
P22694	R-HSA-432232	Phosphorylation of Aquaporin-2 by Protein Kinase A (PKA)	R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins
P22694	R-HSA-432232	Phosphorylation of Aquaporin-2 by Protein Kinase A (PKA)	R-HSA-382551	Transport of small molecules
P22694	R-HSA-432232	Phosphorylation of Aquaporin-2 by Protein Kinase A (PKA)	R-HSA-445717	Aquaporin-mediated transport
P22694	R-HSA-9010641	AKAP5 recruits PKA to ROBO2	R-HSA-1266738	Developmental Biology
P22694	R-HSA-9010641	AKAP5 recruits PKA to ROBO2	R-HSA-422475	Axon guidance
P22694	R-HSA-9010641	AKAP5 recruits PKA to ROBO2	R-HSA-376176	Signaling by ROBO receptors
P22694	R-HSA-9010641	AKAP5 recruits PKA to ROBO2	R-HSA-9010642	ROBO receptors bind AKAP5
P22694	R-HSA-177275	PKA phosphorylates DARPP-32 on Thr34	R-HSA-418594	G alpha (i) signalling events
P22694	R-HSA-177275	PKA phosphorylates DARPP-32 on Thr34	R-HSA-111885	Opioid Signalling
P22694	R-HSA-177275	PKA phosphorylates DARPP-32 on Thr34	R-HSA-180024	DARPP-32 events
P22694	R-HSA-177275	PKA phosphorylates DARPP-32 on Thr34	R-HSA-162582	Signal Transduction
P22694	R-HSA-177275	PKA phosphorylates DARPP-32 on Thr34	R-HSA-372790	Signaling by GPCR
P22694	R-HSA-177275	PKA phosphorylates DARPP-32 on Thr34	R-HSA-388396	GPCR downstream signalling
P22694	R-HSA-177284	PKA phosphorylates PDE4B	R-HSA-418594	G alpha (i) signalling events
P22694	R-HSA-177284	PKA phosphorylates PDE4B	R-HSA-111885	Opioid Signalling
P22694	R-HSA-177284	PKA phosphorylates PDE4B	R-HSA-180024	DARPP-32 events
P22694	R-HSA-177284	PKA phosphorylates PDE4B	R-HSA-162582	Signal Transduction
P22694	R-HSA-177284	PKA phosphorylates PDE4B	R-HSA-372790	Signaling by GPCR
P22694	R-HSA-177284	PKA phosphorylates PDE4B	R-HSA-388396	GPCR downstream signalling
P22694	R-HSA-5682101	PKA phosphorylates 4xPALM-C-p-2S-ABCA1 tetramer	R-HSA-174824	Plasma lipoprotein assembly, remodeling, and clearance
P22694	R-HSA-5682101	PKA phosphorylates 4xPALM-C-p-2S-ABCA1 tetramer	R-HSA-8963898	Plasma lipoprotein assembly
P22694	R-HSA-5682101	PKA phosphorylates 4xPALM-C-p-2S-ABCA1 tetramer	R-HSA-8963896	HDL assembly
P22694	R-HSA-5682101	PKA phosphorylates 4xPALM-C-p-2S-ABCA1 tetramer	R-HSA-382551	Transport of small molecules
P22694	R-HSA-163416	hormone-sensitive lipase (HSL) + 2 ATP -> phosphorylated HSL + 2 ADP	R-HSA-1430728	Metabolism
P22694	R-HSA-163416	hormone-sensitive lipase (HSL) + 2 ATP -> phosphorylated HSL + 2 ADP	R-HSA-556833	Metabolism of lipids
P22694	R-HSA-163416	hormone-sensitive lipase (HSL) + 2 ATP -> phosphorylated HSL + 2 ADP	R-HSA-8979227	Triglyceride metabolism
P22694	R-HSA-163416	hormone-sensitive lipase (HSL) + 2 ATP -> phosphorylated HSL + 2 ADP	R-HSA-163560	Triglyceride catabolism
P22694	R-HSA-163418	perilipin + 2 ATP -> phosphorylated perilipin + 2 ADP	R-HSA-1430728	Metabolism
P22694	R-HSA-163418	perilipin + 2 ATP -> phosphorylated perilipin + 2 ADP	R-HSA-556833	Metabolism of lipids
P22694	R-HSA-163418	perilipin + 2 ATP -> phosphorylated perilipin + 2 ADP	R-HSA-8979227	Triglyceride metabolism
P22694	R-HSA-163418	perilipin + 2 ATP -> phosphorylated perilipin + 2 ADP	R-HSA-163560	Triglyceride catabolism
P22694	R-HSA-265682	KCNJ11 tetramer:ABCC8 tetramer binds 4xATP, closing the channel	R-HSA-163685	Integration of energy metabolism
P22694	R-HSA-265682	KCNJ11 tetramer:ABCC8 tetramer binds 4xATP, closing the channel	R-HSA-422356	Regulation of insulin secretion
P22694	R-HSA-265682	KCNJ11 tetramer:ABCC8 tetramer binds 4xATP, closing the channel	R-HSA-1430728	Metabolism
P22694	R-HSA-5218854	p-Y420-FYN is phosphorylated on S21	R-HSA-162582	Signal Transduction
P22694	R-HSA-5218854	p-Y420-FYN is phosphorylated on S21	R-HSA-194138	Signaling by VEGF
P22694	R-HSA-5218854	p-Y420-FYN is phosphorylated on S21	R-HSA-4420097	VEGFA-VEGFR2 Pathway
P22694	R-HSA-5218854	p-Y420-FYN is phosphorylated on S21	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases
P22694	R-HSA-8854908	PKA phosphorylates RET:GDNF:GFRA dimer	R-HSA-1266738	Developmental Biology
P22694	R-HSA-8854908	PKA phosphorylates RET:GDNF:GFRA dimer	R-HSA-422475	Axon guidance
P22694	R-HSA-8854908	PKA phosphorylates RET:GDNF:GFRA dimer	R-HSA-8853659	RET signaling
P22694	R-HSA-913996	PKA/PKG phosphorylate Rap1GAP2	R-HSA-168256	Immune System
P22694	R-HSA-913996	PKA/PKG phosphorylate Rap1GAP2	R-HSA-1280218	Adaptive Immune System
P22694	R-HSA-913996	PKA/PKG phosphorylate Rap1GAP2	R-HSA-392517	Rap1 signalling
P22694	R-HSA-111919	PKA phosphorylates CREB	R-HSA-111931	PKA-mediated phosphorylation of CREB
P22694	R-HSA-111919	PKA phosphorylates CREB	R-HSA-111933	Calmodulin induced events
P22694	R-HSA-111919	PKA phosphorylates CREB	R-HSA-111997	CaM pathway
P22694	R-HSA-111919	PKA phosphorylates CREB	R-HSA-1489509	DAG and IP3 signaling
P22694	R-HSA-111919	PKA phosphorylates CREB	R-HSA-418594	G alpha (i) signalling events
P22694	R-HSA-111919	PKA phosphorylates CREB	R-HSA-111885	Opioid Signalling
